,Code_insee,Libelle,Population municipale 2020,Latitude,Longitude
658,2199,Clastres,597,49.749158544,3.230539083
659,2200,Clermont-les-Fermes,104,49.659955976,3.942881467
660,2201,CÏuvres-et-Valsery,449,49.329787194,3.152923563
661,2203,Coincy,1268,49.163369393,3.435507258
663,2205,Colligis-Crandelain,219,49.466886752,3.630999721
664,2206,Colonfay,75,49.858727328,3.711179009
665,2207,Commenchon,217,49.64183436,3.150796615
667,2209,Cond-en-Brie,691,49.00176432,3.560653495
671,2213,Connigis,342,49.035370196,3.532531052
672,2214,Contescourt,61,49.791854866,3.233791958
674,2216,Corcy,290,49.254744735,3.196921964
675,2217,Coucy-le-Chteau-Auffrique,992,49.515873452,3.315968841
676,2218,Coucy-ls-Eppes,627,49.556314209,3.778188629
678,2220,Coulonges-Cohan,442,49.19861845,3.627455228
680,2221,Coupru,154,49.031876826,3.273861853
683,2224,Courcelles-sur-Vesle,340,49.348384296,3.5768017
690,2231,Couvron-et-Aumencourt,949,49.645664143,3.523611371
694,2235,Craonnelle,114,49.42526418,3.777117905
695,2236,Crcy-au-Mont,329,49.483942069,3.311819593
696,2237,Crcy-sur-Serre,1499,49.698802025,3.62272969
697,2238,Crpy,1798,49.608292989,3.512045015
698,2239,Crzancy,1250,49.042961449,3.511334023
701,2242,Crouttes-sur-Marne,640,48.979658946,3.247232276
702,2243,Crouy,2958,49.407533488,3.365387922
703,2244,Crupilly,63,49.93134733,3.753671941
704,2245,Cuffies,1797,49.40881309,3.322618968
705,2246,Cugny,608,49.704088786,3.154050428
706,2248,Cuirieux,156,49.683677309,3.819709078
708,2250,Cuiry-ls-Chaudardes,72,49.390211141,3.762800245
709,2251,Cuiry-ls-Iviers,27,49.766134672,4.105017142
711,2253,Cuisy-en-Almont,357,49.420418485,3.248980619
713,2255,Cys-la-Commune,155,49.38382226,3.572113893
715,2257,Dallon,437,49.823968114,3.230286871
716,2258,Dammard,372,49.147057007,3.177143676
719,2261,Dercy,389,49.709968405,3.684415908
720,2262,Deuillet,208,49.628621274,3.360966214
722,2264,Dizy-le-Gros,724,49.635362571,4.013054719
723,2265,Dohis,93,49.766840691,4.141910835
725,2267,Dommiers,297,49.329295145,3.21647485
726,2268,Domptin,635,49.015963511,3.27351264
731,2273,Dury,199,49.751383705,3.13330499
733,2275,Effry,316,49.919471678,3.987897538
735,2277,pagny,343,49.471947812,3.253395982
736,2278,parcy,30,49.886208669,4.070097284
737,2279,paux-Bzu,552,49.103087466,3.353753745
738,2280,pieds,408,49.104891041,3.450978187
739,2281,L'pine-aux-Bois,252,48.899192334,3.444361301
743,2286,Esquhries,861,49.982096918,3.753298573
744,2287,Essigny-le-Grand,1045,49.774218427,3.272332146
745,2288,Essigny-le-Petit,349,49.896372232,3.367353542
747,2290,Essmes-sur-Marne,2730,49.034382198,3.340031766
750,2293,taves-et-Bocquiaux,551,49.931235728,3.450621759
751,2294,touvelles,206,49.518671644,3.5823282350000003
752,2295,traupont,850,49.896046329,3.923522553
754,2297,trpilly,123,49.082286172,3.348074912
755,2298,treux,1454,49.999883391,3.659113725
756,2299,vergnicourt,534,49.455922988,4.036018471
758,2303,Fayet,684,49.871090562,3.252566688
759,2304,La Fre,2845,49.667255819,3.36930591
760,2305,Fre-en-Tardenois,2970,49.187277312,3.511007738
761,2306,La Fert-Chevresis,513,49.74144559,3.552002092
762,2307,La Fert-Milon,2055,49.176033589,3.142644717
764,2308,Fesmy-le-Sart,489,50.048136391,3.697870692
767,2310,Fieulaine,250,49.901919227,3.446448275
768,2311,Filain,118,49.453080762,3.557821998
771,2315,Flavy-le-Martel,1660,49.705603427,3.194499251
773,2317,Fluquires,212,49.79998831,3.156044367
774,2318,Folembray,1377,49.548888381,3.29298586
775,2319,Fonsomme,500,49.901646871,3.396852293
776,2320,Fontaine-ls-Clercs,233,49.807747973,3.212506387
780,2324,Fontenelle,288,50.031253791,3.844747182
783,2328,Fossoy,512,49.045148479,3.485040307
784,2329,Fourdrain,434,49.619097805,3.460502301
788,2333,Fresnes-sous-Coucy,163,49.554871445,3.369998403
789,2334,Fresnoy-le-Grand,2946,49.95381742,3.418847639
791,2336,Frires-Failloul,981,49.683662534,3.236250808
794,2339,Gandelu,695,49.083044315,3.181414017
795,2340,Gauchy,5216,49.823265723,3.286136508
799,2345,Gibercourt,40,49.739058075,3.282486659
801,2347,Gland,438,49.057332355,3.457229338
802,2349,Goudelancourt-ls-Berrieux,56,49.494766075,3.85877033
805,2352,Gouy,563,49.998674251,3.264698012
806,2353,Grandlup-et-Fay,281,49.650993508,3.736731258
807,2354,Grandrieux,79,49.72966534,4.187363568
808,2355,Gricourt,945,49.887187116,3.239360764
809,2356,Grisolles,234,49.130139148,3.372242756
812,2359,Grugies,1274,49.81014386,3.274594323
813,2360,Villeneuve-sur-Aisne,2780,49.439464546,3.971279151
815,2361,Guise,4559,49.895664233,3.624725161
816,2362,Guivry,238,49.65133013,3.120512948
817,2363,Guny,374,49.512904264,3.261070554
819,2366,Hannapes,326,49.977699449,3.613847906
820,2367,Happencourt,146,49.782218725,3.183047577
821,2368,Haramont,568,49.286927595,3.031830225
822,2369,Harcigny,242,49.802931218,3.982831912
823,2370,Hargicourt,590,49.966650448,3.19015454
824,2371,Harly,1567,49.841023015,3.334927867
825,2372,Hartennes-et-Taux,344,49.278953601,3.357426793
827,2374,Lehaucourt,853,49.911371209,3.27716941
828,2375,Hautevesnes,160,49.108824183,3.234972253
831,2378,La Hrie,126,49.883870416,4.042664303
834,2381,Hirson,8685,49.942804665,4.104797218
835,2382,Holnon,1360,49.861136661,3.202266631
836,2383,Homblires,1441,49.858033305,3.374775824
837,2384,Houry,57,49.785837538,3.847689224
839,2386,Iron,225,49.950529536,3.665602676
840,2387,Itancourt,1007,49.804017678,3.349629459
842,2389,Jaulgonne,666,49.089323674,3.532106607
845,2392,Joncourt,317,49.960319763,3.304155779
849,2397,Jussy,1252,49.717346112,3.235681354
854,2402,Lanchy,37,49.829470974,3.074060636
855,2403,Landifay-et-Bertaignemont,257,49.825811537,3.604339981
857,2405,Landouzy-la-Ville,535,49.85650438,4.050705701
860,2408,Laon,24091,49.567890211,3.621152816
861,2409,Lappion,272,49.589581702,3.964131494
864,2412,Launoy,100,49.262869967,3.406012493
865,2413,Laval-en-Laonnois,241,49.502634929,3.587938927
866,2414,Lavaqueresse,201,49.946425206,3.716687485
868,2416,Lem,417,49.843248141,3.758384559
870,2418,Lerzy,223,49.949627733,3.881302419
871,2419,Leschelle,268,49.960381135,3.776678255
874,2422,Lesquielles-Saint-Germain,802,49.931707094,3.6283017
876,2424,Leury,103,49.427095186,3.341584039
878,2426,Levergies,541,49.934905429,3.311881328
882,2430,Liesse-Notre-Dame,1270,49.61058684,3.816894028
884,2432,Lim,190,49.323482784,3.555846405
888,2439,Les Septvallons,1196,49.355509724,3.653403263
897,2441,Loutre,181,49.252713865,3.242009121
900,2444,Lugny,125,49.78281171,3.812841426
901,2445,Luzoir,277,49.927526828,3.959425162
903,2447,Maast-et-Violaine,148,49.293920123,3.456919476
904,2448,Mchecourt,117,49.651648281,3.836827166
908,2452,Maissemy,235,49.893382373,3.187663262
909,2453,Maizy,404,49.377147017,3.716176184
912,2456,Manicamp,295,49.564951136,3.179497783
920,2461,Marest-Dampcourt,369,49.594384228,3.147053499
921,2462,Mareuil-en-Dle,229,49.24194242,3.561153054
923,2464,Margival,366,49.43177536,3.405408387
926,2467,Marizy-Saint-Mard,50,49.182338371,3.228445813
927,2468,Marle,2219,49.745507094,3.764710415
928,2469,Marly-Gomont,487,49.891556075,3.78446274
929,2470,Martigny,433,49.866323929,4.13399276
934,2476,Mennevret,669,49.992787461,3.559114491
942,2485,Missy-aux-Bois,95,49.335246711,3.246829602
943,2486,Missy-ls-Pierrepont,106,49.628537529,3.784506763
944,2487,Missy-sur-Aisne,620,49.385796988,3.438020223
946,2489,Molinchart,348,49.562792437,3.540056197
948,2491,Monceau-le-Neuf-et-Faucouzy,322,49.784245669,3.630887394
951,2494,Monceau-sur-Oise,127,49.909754425,3.699332236
952,2495,Mondrepuis,1043,49.964398994,4.051613614
954,2497,Mons-en-Laonnois,1151,49.538236336,3.554174044
956,2499,Montbavin,42,49.529542724,3.512615089
957,2500,Montbrehain,807,49.964774581,3.356345656
958,2501,Montchlons,97,49.513778836,3.727459479
959,2502,Montcornet,1291,49.682535369,4.000656525
960,2503,Mont-d'Origny,827,49.850896781,3.526844873
961,2504,Montescourt-Lizerolles,1608,49.735843297,3.261878148
963,2506,Montgobert,197,49.289955909,3.173881398
964,2507,Montgru-Saint-Hilaire,31,49.176189285,3.327121891
969,2512,Montigny-l'Allier,269,49.122370638,3.107996308
972,2515,Montigny-ls-Cond,53,48.983232726,3.566517221
973,2516,Montigny-sous-Marle,69,49.741394451,3.804042798
977,2520,Mont-Notre-Dame,737,49.292397628,3.582216807
978,2521,Montreuil-aux-Lions,1374,49.027138689,3.195561016
981,2524,Mont-Saint-Pre,692,49.081931195,3.476999705
982,2525,Morcourt,566,49.875885119,3.33376442
984,2527,Morsain,461,49.461530468,3.190773035
987,2530,Moulins,78,49.42040219,3.679437925
989,2532,MoØ-de-l'Aisne,983,49.750649852,3.351124587
991,2534,Muscourt,47,49.35924231,3.743982155
996,2539,Nauroy,699,49.95109226,3.259127291
997,2540,Nesles-la-Montagne,1216,48.999750332,3.44605178
998,2541,Neufchtel-sur-Aisne,420,49.436580849,4.024031385
999,2542,Neuflieux,80,49.617084777,3.159479468
1001,2544,Neuve-Maison,613,49.929591708,4.04023494
1002,2545,La Neuville-Bosmont,187,49.714499279,3.833211434
1004,2547,La Neuville-Housset,66,49.788415895,3.731426487
1006,2549,Neuville-Saint-Amand,849,49.820937959,3.333707351
1010,2553,Nizy-le-Comte,247,49.574436225,4.030266889
1011,2554,Nogentel,1100,49.014110066,3.403964932
1012,2555,Nogent-l'Artaud,2095,48.942896009,3.333207104
1015,2558,Le Nouvion-en-Thirache,2531,50.008566787,3.809358313
1016,2559,Nouvion-et-Catillon,483,49.707297768,3.493588723
1022,2564,Noyant-et-Aconin,491,49.332192555,3.334169702
1023,2565,Îuilly,293,49.393123668,3.68229876
1024,2566,Ognes,1106,49.614542455,3.191108052
1025,2567,Ohis,275,49.918552317,4.011905333
1027,2569,Oisy,476,50.023259497,3.653031318
1029,2571,Omissy,711,49.880775891,3.297904005
1032,2574,Origny-en-Thirache,1409,49.886071205,4.011069622
1034,2576,Osly-Courtil,328,49.399369702,3.237910386
1038,2580,Oulchy-le-Chteau,816,49.206838462,3.382242869
1046,2587,Parfondru,353,49.538438581,3.703323738
1049,2590,Pargny-la-Dhuys,169,48.954292173,3.563228277
1052,2593,Pasly,1067,49.402312425,3.298046924
1054,2595,Passy-sur-Marne,137,49.066037275,3.574160645
1056,2598,Pernant,679,49.375849613,3.229862367
1057,2599,Pierremande,253,49.566317224,3.25862202
1060,2602,Pinon,1668,49.488492973,3.46205697
1065,2608,Plomion,468,49.818636826,4.020013381
1066,2609,Ployart-et-Vaurseine,21,49.493365705,3.740057022
1067,2610,Pommiers,741,49.391859449,3.279537134
1069,2613,Pontavert,603,49.417879837,3.820234225
1072,2616,Pont-Saint-Mard,202,49.493645744,3.279348705
1073,2617,Pouilly-sur-Serre,507,49.677972412,3.5852362
1076,2620,Presles-et-Boves,341,49.390350961,3.5388946480000003
1077,2621,Presles-et-Thierny,386,49.514560654,3.625197244
1082,2626,Prouvais,336,49.476659169,3.972045085
1084,2628,Puiseux-en-Retz,218,49.292907499,3.134283383
1086,2631,Quierzy,409,49.563631845,3.145865705
1096,2641,Renneval,111,49.739271378,4.037876507
1097,2642,Rsigny,166,49.740903499,4.20931356
1098,2643,Ressons-le-Long,784,49.388331614,3.140747768
1101,2647,Ribeauville,59,50.036509378,3.588962096
1102,2648,Ribemont,1914,49.788628229,3.470652298
1107,2653,Romeny-sur-Marne,498,48.984734581,3.33449318
1112,2658,Roupy,239,49.811956416,3.181682522
1120,2666,Rozoy-sur-Serre,975,49.706454675,4.13129966
1129,2676,Saint-Erme-Outre-et-Ramecourt,1711,49.518312141,3.863986181
1133,2680,Saint-Gobain,2304,49.595410357,3.392990581
1134,2681,Saint-Gobert,280,49.804025312,3.832449068
1137,2684,Saint-Michel,3279,49.926014996,4.1529135870000005
1138,2685,Saint-Nicolas-aux-Bois,121,49.597139141,3.438672978
1140,2687,Saint-Pierre-Aigle,335,49.311938148,3.196491245
1141,2688,Saint-Pierre-ls-Franqueville,45,49.824569259,3.81412829
1142,2689,Saint-Pierremont,41,49.714510583,3.87557835
1144,2691,Saint-Quentin,53100,49.847384589,3.277735921
1150,2699,Saponay,276,49.21442714,3.4850284
1151,2701,Saulchery,704,48.97681326,3.31273783
1152,2702,Savy,605,49.834323991,3.197064573
1153,2703,Seboncourt,1082,49.962854219,3.494426719
1159,2709,Serain,406,50.024315913,3.362333137
1160,2710,Seraucourt-le-Grand,729,49.780330425,3.218557957
1163,2713,Seringes-et-Nesles,267,49.211154619,3.557997573
1169,2719,Sinceny,2013,49.591121145,3.268134127
1170,2720,Sissonne,2062,49.564146816,3.920361086
1171,2721,Sissy,475,49.810925969,3.421664449
1172,2722,Soissons,28888,49.379431848,3.324662179
1176,2726,Sommette-Eaucourt,175,49.728510267,3.118473135
1177,2727,Sons-et-Ronchres,211,49.769212028,3.667405398
1180,2730,Soupir,265,49.410437117,3.599620847
1184,2735,Tannires,17,49.287198205,3.550048884
1187,2738,Tergnier,13504,49.656818136,3.299606912
1193,2741,Thenelles,540,49.831731114,3.458602731
1198,2746,Travecy,658,49.685606604,3.345025241
1200,2748,Trlou-sur-Marne,934,49.091434595,3.601837263
1207,2755,Urcel,571,49.493641637,3.557450302
1208,2756,Urvillers,689,49.78974175,3.316689619
1209,2757,Vadencourt,521,49.922961175,3.574497712
1211,2758,Vailly-sur-Aisne,2017,49.411142641,3.520822408
1219,2766,Vaudesson,236,49.474907595,3.486537406
1222,2769,Vaux-Andigny,906,50.010714213,3.523380121
1223,2770,Vauxbuin,785,49.357490287,3.29455624
1225,2773,Vauxtin,39,49.345429445,3.601436546
1226,2774,Vendelles,119,49.907648285,3.138190576
1227,2775,Vendeuil,929,49.719734203,3.344609484
1232,2780,Venizel,1363,49.368016822,3.391561671
1233,2781,Verdilly,451,49.074291482,3.422194619
1236,2784,Petit-Verly,144,49.958591999,3.562413213
1240,2788,Versigny,462,49.657827829,3.44286286
1241,2789,Vervins,2600,49.835228908,3.924699716
1247,2795,Vic-sur-Aisne,1604,49.410896052,3.109565033
1249,2797,Viel-Arcy,172,49.379304784,3.625622539
1250,2798,Viels-Maisons,1214,48.906882155,3.395619446
1251,2799,Vierzy,400,49.286823774,3.277473288
1252,2800,Viffort,313,48.957893106,3.469516322
1253,2801,Vigneux-Hocquet,270,49.743699635,3.995146653
1257,2805,Villeneuve-Saint-Germain,2549,49.378966183,3.361236616
1258,2806,Villeneuve-sur-Fre,300,49.170863583,3.4754559240000003
1259,2807,Villequier-Aumont,661,49.660527227,3.198341053
1260,2808,Villeret,282,49.949431615,3.188348987
1261,2809,Villers-Agron-Aiguizy,68,49.163077859,3.716339895
1262,2810,Villers-Cotterts,10392,49.240040675,3.096340685
1267,2815,Villers-Saint-Christophe,427,49.779716306,3.09133152
1272,2820,Viry-Noureuil,1688,49.63933095,3.24798073
1273,2821,Vivaise,674,49.623010352,3.56389041
1284,2833,Wimy,493,49.948014627,3.997490476
1286,3001,Abrest,2899,46.096050566,3.449986435
1290,3005,Archignat,337,46.367116193,2.409580218
1291,3006,Arfeuilles,629,46.143292065,3.74351109
1292,3007,Arpheuilles-Saint-Priest,356,46.226666425,2.665255145
1293,3008,Arronnes,376,46.052450939,3.574970887
1295,3010,Audes,419,46.461030035,2.559263936
1296,3011,Aurour,425,46.682987694,3.3046023
1298,3013,Avermes,4012,46.598737396,3.318798217
1304,3019,Beaulon,1628,46.587402632,3.669109032
1305,3020,Beaune-d'Allier,292,46.272555304,2.891108384
1306,3021,Bgues,222,46.122718657,3.141968722
1307,3022,Bellenaves,985,46.205847104,3.065944418
1308,3023,Bellerive-sur-Allier,8844,46.121579254,3.397099624
1310,3025,Bessay-sur-Allier,1347,46.450979711,3.3672881070000003
1313,3028,Billezois,362,46.209405973,3.5771278840000003
1315,3030,Biozat,879,46.081481692,3.288851769
1317,3032,Blomard,243,46.288524982,2.96247435
1321,3036,Bourbon-l'Archambault,2566,46.583673012,3.051887032
1323,3038,Bransat,526,46.328953315,3.216966976
1324,3039,Bresnay,384,46.43347251,3.249036322
1325,3040,Bressolles,1132,46.527869686,3.295684402
1328,3043,Brot-Vernet,1191,46.196819487,3.28873942
1329,3044,Brugheas,1531,46.072892482,3.36613524
1330,3045,Busset,833,46.056234095,3.515656855
1331,3046,Buxires-les-Mines,1010,46.47008478,2.955107172
1332,3047,La Celle,405,46.228029307,2.779035156
1333,3048,Crilly,1305,46.626484448,2.808997489
1336,3051,Chambrat,294,46.414145052,2.425305932
1337,3052,Chamblet,1090,46.328569434,2.7133436470000003
1338,3053,Chantelle,1105,46.236036911,3.15949516
1341,3056,La Chapelle,388,46.088450914,3.587410555
1343,3058,Chappes,240,46.382843064,2.944160519
1345,3060,Charmeil,1039,46.160385868,3.393089826
1346,3061,Charmes,387,46.082628309,3.246438788
1348,3063,Chassenard,1030,46.44192661,3.973362997
1354,3069,Chtillon,311,46.462232099,3.129386024
1357,3072,Chazemais,495,46.487207999,2.519660254
1358,3073,Chemilly,621,46.478562073,3.312075513
1359,3074,Chevagnes,648,46.608268123,3.564621011
1364,3079,Cindr,296,46.322871786,3.551382705
1366,3081,Colombier,323,46.266614389,2.793752067
1367,3082,Commentry,6100,46.27902791,2.7495695710000003
1368,3083,Contigny,575,46.346377008,3.31447729
1369,3084,Cosne-d'Allier,2031,46.483211151,2.822882372
1370,3085,Coulandon,641,46.55471178,3.245709904
1375,3090,Couzon,307,46.644333954,3.113435093
1378,3093,Creuzier-le-Neuf,1219,46.178074025,3.462750061
1379,3094,Creuzier-le-Vieux,3283,46.160546322,3.434197222
1380,3095,Cusset,12677,46.137529368,3.482821444
1381,3096,Deneuille-ls-Chantelle,89,46.253055185,3.146088128
1383,3098,Dsertines,4465,46.357051977,2.627451501
1385,3100,Diou,1373,46.522725832,3.736394468
1386,3101,Domrat,8698,46.367922747,2.543376753
1387,3102,Dompierre-sur-Besbre,3010,46.531223572,3.676540855
1388,3103,Le Donjon,1046,46.344905624,3.799562179
1389,3104,Doyet,1167,46.343410834,2.79122789
1390,3105,Droiturier,360,46.226568049,3.705063452
1391,3106,Durdat-Larequille,1317,46.253757407,2.6965459860000003
1393,3108,chassires,373,46.195825658,2.945619443
1397,3112,troussat,665,46.220232812,3.221244754
1402,3117,Franchesse,479,46.64346669,3.03628672
1403,3118,Gannat,5815,46.098528458,3.177638829
1404,3119,Gannay-sur-Loire,414,46.718144903,3.596525633
1410,3126,Hauterive,1176,46.077468533,3.439016286
1411,3127,Hrisson,601,46.519794305,2.710394441
1412,3128,Huriel,2632,46.377382962,2.481901234
1415,3131,Isserpent,553,46.154072718,3.618338058
1419,3135,Lalizolle,412,46.164716097,3.008347161
1422,3138,Lapalisse,3137,46.264664821,3.638526095
1424,3140,Lavault-Sainte-Anne,1147,46.309148396,2.601114158
1425,3141,Lavoine,149,45.974771464,3.687655895
1430,3146,Limoise,168,46.683838177,3.054886756
1433,3149,Louchy-Montfand,429,46.307871004,3.245769932
1436,3152,Louroux-de-Bouble,230,46.229477916,2.971939752
1438,3155,Lurcy-Lvis,1881,46.734782736,2.917853881
1439,3156,Lusigny,1670,46.571610583,3.490303782
1440,3157,Magnet,1035,46.217253761,3.510854719
1441,3158,Haut-Bocage,860,46.470841019,2.6813991
1444,3159,Malicorne,776,46.307412729,2.7707044720000003
1450,3165,Le Mayet-de-Montagne,1386,46.060191188,3.655518728
1452,3167,Mazirat,287,46.218775199,2.554989231
1453,3168,Meaulne-Vitray,908,46.607916579,2.653376142
1459,3173,Molinet,1144,46.463973468,3.92590353
1460,3174,Molles,924,46.115285061,3.556278469
1462,3176,Montay-sur-Allier,542,46.381105055,3.2887541110000003
1470,3184,Montilly,504,46.610463028,3.239509761
1471,3185,Montluon,33822,46.339028478,2.603705358
1472,3186,Montmarault,1523,46.320473034,2.9522688610000003
1475,3189,Montvicq,709,46.316039155,2.822081399
1476,3190,Moulins,19444,46.562707432,3.326660582
1481,3195,Nris-les-Bains,2588,46.299447273,2.675770609
1483,3197,Neuilly-le-Ral,1452,46.466758871,3.436954894
1485,3200,Neuvy,1493,46.571283704,3.282723208
1487,3202,Noyant-d'Allier,593,46.479583584,3.118364554
1489,3204,Paray-sous-Briailles,618,46.289961347,3.369993884
1497,3212,Quinssaines,1527,46.308981367,2.49418458
1500,3215,Rongres,543,46.29757863,3.452268946
1505,3220,Saint-Bonnet-de-Rochefort,717,46.150528582,3.140706379
1506,3221,Saint-Bonnet-Tronais,732,46.669740158,2.69575374
1511,3226,Saint-Didier-en-Donjon,248,46.383190748,3.861076704
1521,3236,Saint-Germain-des-Fosss,3653,46.196564962,3.429989616
